
---------- Begin Simulation Statistics ----------
final_tick                               441337718400                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset)
host_inst_rate                                 360527                       # Simulator instruction rate (inst/s)
host_mem_usage                               16980368                       # Number of bytes of host memory used
host_op_rate                                   373304                       # Simulator op (including micro ops) rate (op/s)
host_seconds                                  5127.68                       # Real time elapsed on the host
host_tick_rate                               86069611                       # Simulator tick rate (ticks/s)
sim_freq                                 1000000000000                       # Frequency of simulated ticks
sim_insts                                  1848667267                       # Number of instructions simulated
sim_ops                                    1914184088                       # Number of ops (including micro ops) simulated
sim_seconds                                  0.441338                       # Number of seconds simulated
sim_ticks                                441337718400                       # Number of ticks simulated
system.cpu.cc_regfile_reads                 664820076                       # number of cc regfile reads
system.cpu.cc_regfile_writes                666177038                       # number of cc regfile writes
system.cpu.committedInsts                  1848667267                       # Number of Instructions Simulated
system.cpu.committedOps                    1914184088                       # Number of Ops (including micro ops) Simulated
system.cpu.cpi                               0.596832                       # CPI: Cycles Per Instruction
system.cpu.cpi_total                         0.596832                       # CPI: Total CPI of All Threads
system.cpu.idleCycles                           64034                       # Total number of cycles that the CPU has spent unscheduled due to idling
system.cpu.iew.branchMispredicts              4807886                       # Number of branch mispredicts detected at execute
system.cpu.iew.exec_branches                267614054                       # Number of branches executed
system.cpu.iew.exec_nop                       2734023                       # number of nop insts executed
system.cpu.iew.exec_rate                     1.888425                       # Inst execution rate
system.cpu.iew.exec_refs                    980828783                       # number of memory reference insts executed
system.cpu.iew.exec_stores                  206788488                       # Number of stores executed
system.cpu.iew.exec_swp                             0                       # number of swp insts executed
system.cpu.iew.iewBlockCycles                92410189                       # Number of cycles IEW is blocking
system.cpu.iew.iewDispLoadInsts             837792985                       # Number of dispatched load instructions
system.cpu.iew.iewDispNonSpecInsts               1877                       # Number of dispatched non-speculative instructions
system.cpu.iew.iewDispSquashedInsts                 0                       # Number of squashed instructions skipped by dispatch
system.cpu.iew.iewDispStoreInsts            240222799                       # Number of dispatched store instructions
system.cpu.iew.iewDispatchedInsts          2298621419                       # Number of instructions dispatched to IQ
system.cpu.iew.iewExecLoadInsts             774040295                       # Number of load instructions executed
system.cpu.iew.iewExecSquashedInsts           9417650                       # Number of squashed instructions skipped in execute
system.cpu.iew.iewExecutedInsts            2083583501                       # Number of executed instructions
system.cpu.iew.iewIQFullEvents                   6423                       # Number of times the IQ has become full, causing a stall
system.cpu.iew.iewIdleCycles                        0                       # Number of cycles IEW is idle
system.cpu.iew.iewLSQFullEvents                 29986                       # Number of times the LSQ has become full, causing a stall
system.cpu.iew.iewSquashCycles                4488492                       # Number of cycles IEW is squashing
system.cpu.iew.iewUnblockCycles                 40000                       # Number of cycles IEW is unblocking
system.cpu.iew.memOrderViolationEvents         118534                       # Number of memory order violations
system.cpu.iew.predictedNotTakenIncorrect      1894582                       # Number of branches that were predicted not taken incorrectly
system.cpu.iew.predictedTakenIncorrect        2913304                       # Number of branches that were predicted taken incorrectly
system.cpu.iew.wb_consumers                2251999226                       # num instructions consuming a value
system.cpu.iew.wb_count                    2066510784                       # cumulative count of insts written-back
system.cpu.iew.wb_fanout                     0.700115                       # average fanout of values written-back
system.cpu.iew.wb_producers                1576658423                       # num instructions producing a value
system.cpu.iew.wb_rate                       1.872952                       # insts written-back per cycle
system.cpu.iew.wb_sent                     2069423790                       # cumulative count of insts sent to commit
system.cpu.int_regfile_reads               2339724982                       # number of integer regfile reads
system.cpu.int_regfile_writes              1632431015                       # number of integer regfile writes
system.cpu.ipc                               1.675513                       # IPC: Instructions Per Cycle
system.cpu.ipc_total                         1.675513                       # IPC: Total IPC of All Threads
system.cpu.iq.FU_type_0::No_OpClass               190      0.00%      0.00% # Type of FU issued
system.cpu.iq.FU_type_0::IntAlu            1080777914     51.64%     51.64% # Type of FU issued
system.cpu.iq.FU_type_0::IntMult             22228355      1.06%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::IntDiv                  2371      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatAdd                9442      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCmp                8297      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatCvt               24248      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMult              22404      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMultAcc               0      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatDiv                 118      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatMisc              32977      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::FloatSqrt                  6      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAdd                  249      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAddAcc                 0      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAlu                 1599      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCmp                  415      0.00%     52.70% # Type of FU issued
system.cpu.iq.FU_type_0::SimdCvt                 8414      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMisc                 359      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMult                   0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdMultAcc                0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShift                  0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdShiftAcc               0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdDiv                    0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdSqrt                   0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAdd               0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatAlu               0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCmp               0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatCvt               0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatDiv               0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMisc              0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMult              0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatMultAcc            0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatSqrt              0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAdd              0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceAlu              0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdReduceCmp              0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceAdd            0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdFloatReduceCmp            0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAes                    0      0.00%     52.71% # Type of FU issued
system.cpu.iq.FU_type_0::SimdAesMix                 0      0.00%     52.71% # Type of FU issued
